Text_Name	Text_Type	Year	Left	Drittletztes_Wort	Vorletztes_Wort	LetztesWort	Key	Right	Compound	Lemma	Base_Verb	Period	Century	Determiner	Prep_V_ung	Adj	Genitive	Prefix	Syntagma
text_name brandes_naturlehre02_1831	text_texttype Gebrauchsliteratur	1831	:  nach BG fort , und , um ſeine	0	um	ſeine	Richtung	 beim/beim Heraustreten/Heraustreten zu/zu finden/finden ,/, zeichnen/		Richtung	richten	18(0|1|2|3|4).	18..	gen			pre		
text_name gercke_torpedowaffe_1898	text_texttype Gebrauchsliteratur	1898	: der Vertikalebene , alſo aus ſeiner	alſo	aus	ſeiner	Schußrichtung	 ,/, verurſachen/verursachen ./. Um/um dieſes/diese zu/zu vermeiden/	y	Richtung	richten	18(5|6|7|8|9).	18..	gen			pre		
text_name purtscheller_alpinismus_1894	text_texttype Wissenschaft	1894	: elssteiger seine Blicke auch in seitliche	auch	in	seitliche	Richtung	 wirft/werfen und/und kleine/klein Umwege/Umweg nicht/nicht scheut/sch		Richtung	richten	18(5|6|7|8|9).	18..			seitlich			
text_name purtscheller_alpinismus_1894	text_texttype Wissenschaft	1894	: eg . Schon wenige Meter in seitlicher	Meter	in	seitlicher	Richtung	 ,/, vielleicht/vielleicht verdeckt/verdeckt durch/durch eine/eine Fel		Richtung	richten	18(5|6|7|8|9).	18..			seitlich			
text_name strouhal_tonerregung_1878	text_texttype Wissenschaft	1878	:  mit einer zu seiner Axe senkrechten	seiner	Axe	senkrechten	Richtung	 in/in der/d Luft/Luft entsteht/entstehen ein/eine Ton/Ton ,/, dessen/		Richtung	richten	18(5|6|7|8|9).	18..			senkrecht			
text_name nietzsche_homer_1869	text_texttype Wissenschaft	1869	: ck ? Nichts als eine nach subjektiver	eine	nach	subjektiver	Geschmacksrichtung	 ausgewählte/ausgewählt Reihe/Reihe besonders/besonders schöner/sch	y	Richtung	richten	18(5|6|7|8|9).	18..	u		subjektiv			
text_name grimm_odenwald_1843	text_texttype Gebrauchsliteratur	1843	:  von dem Breuberge in südöstlicher	Breuberge	in	südöstlicher	Richtung	 ,/, ein/eine halbes/halb Stündchen/Stundechen von/von dem/d Maine/Ma		Richtung	richten	18(0|1|2|3|4).	18..			südöstlich			
text_name grimm_odenwald_1843	text_texttype Gebrauchsliteratur	1843	: rüber , bis er sich in südwestlicher	sich	in	südwestlicher	Richtung	 unterhalb/unterhalb Bockenroth/Bockenroth mit/mit der/d Gersprenz/Ger		Richtung	richten	18(0|1|2|3|4).	18..			südwestlich			
text_name blumenbach_anatomie_1815	text_texttype Wissenschaft	1815	: er sich auch durch die eigne Form und	eigne	Form	und	Richtung	 der/d Gelenkknöpfe/Gelenkknopf auszeichnet/auszeichnen ./. Vergl./ve		Richtung	richten	18(0|1|2|3|4).	18..	b		eigen	post		
text_name thaer_landwirthschaft01_1809	text_texttype Wissenschaft	1809	: . des Hofes . 68 . Beſchaffenheit und	.	Beſchaffenheit	und	Richtung	 der/d Feldwege/Feldweg ./. 69/69 ./. Einrichtung/Einrichtung und/und 		Richtung	richten	18(0|1|2|3|4).	18..				post		
text_name brandes_naturlehre02_1831	text_texttype Gebrauchsliteratur	1831	: �llt Prisma ſieht , in unveraͤnderter	0	in	unveraͤnderter	Richtung	 ,/, ebenſo/ebenso als/als wenn/wenn das/d Prisma/Prisma ganz/ganz we		Richtung	richten	18(0|1|2|3|4).	18..			unverändert			
text_name ideler_wahnsinn_1847	text_texttype Wissenschaft	1847	: geſchlagene und eifrigſt verfolgte	und	eifrigſt	verfolgte	Geiſtesrichtung	 ihm/er unmoͤglich/unmöglich machte/machen ?/? Sei/sein es/es ,/, da	y	Richtung	richten	18(0|1|2|3|4).	18..	gen		verfolgt	pre		
text_name haller_anfangsgruende03_1766	text_texttype Wissenschaft	1766	: allel . Man fragt blos , welcher	blos	0	welcher	Richtung	 dieſe/diese Faſern/Faser folgen/folgen ./. Es/es hat/haben Malpighi		Richtung	richten	17(5|6|7|8|9).	17..	other					
text_name hobrecht_polytechnikum_1878	text_texttype Gebrauchsliteratur	1878	: ein , als es nach einer und nach zwei	und	nach	zwei	Richtungen	 hin/hin geprüfte/geprüft Baumeister/Baumeister gab/geben ./. Auch/a		Richtung	richten	18(5|6|7|8|9).	18..	other					
text_name nietzsche_homer_1869	text_texttype Wissenschaft	1869	: haben . Es lag im Wesen der zweiten	Wesen	der	zweiten	Richtung	 ,/, dass/dass sie/sie am/am Begriff/Begriff eines/eine epochemachende		Richtung	richten	18(5|6|7|8|9).	18..	b		Zahlwort			
text_name brandes_naturlehre03_1832	text_texttype Gebrauchsliteratur	1832	: mußtinktur kenntlich gemacht haͤtte ; die	haͤtte	;	die	Roͤthung	 fand/finden da/da zuerſt/zuerst ſtatt/statt ,/, wo/wo das/d letzte/		Rötung	röten	18(0|1|2|3|4).	18..	b					
text_name brandes_naturlehre03_1832	text_texttype Gebrauchsliteratur	1832	: nd nach erſt verbreitete ſich dieſe	verbreitete	ſich	dieſe	Roͤthung	 ruͤckwaͤrts/rückwärts weiter/weiter ,/, aber/aber ohne/ohne in/in		Rötung	röten	18(0|1|2|3|4).	18..	dies					
text_name brandes_naturlehre03_1832	text_texttype Gebrauchsliteratur	1832	:  Saͤure durchlaufene Weg durch eine	Weg	durch	eine	Roͤthung	 der/d Lackmußtinctur/Lackmußtinktur kenntlich/kenntlich gemacht/mac		Rötung	röten	18(0|1|2|3|4).	18..	u			post		
text_name voss_ini_1810	text_texttype Belletristik	1810	: r Verſtaͤndigkeit hineingelegt . Die	hineingelegt	.	Die	Ruͤckwirkung	 war/sein fuͤr/für jeden/jede Theil/Teil ſegnend/segnen ./. Gelino/	y	Rückwirkung	rückwirken	18(0|1|2|3|4).	18..	b					ja
text_name herder_artundkunst_1773	text_texttype Wissenschaft	1773	: ahrheit — mithin alle Elemente der	alle	Elemente	der	Ruͤhrung	 —/-- mithin/mithin Zweck/Zweck und/und Erreichung/Erreichung des/d 		Rührung	rühren	17(5|6|7|8|9).	17..	b					
text_name herder_artundkunst_1773	text_texttype Wissenschaft	1773	: ligion , Geiſt der Zeit , des Volks , der	Volks	0	der	Ruͤhrung	 ,/, der/d Sprache/Sprache —/-- wie/wie weit/weit von/von Griechenla		Rührung	rühren	17(5|6|7|8|9).	17..	b					
text_name goethe_lehrjahre04_1796	text_texttype Belletristik	1796	:  mit einer geſetzten Stimme , ohne	Stimme	0	ohne	Rührung	 ,/, mit/mit jener/jen Natürlichkeit/Natürlichkeit ,/, die/die mich/		Rührung	rühren	17(5|6|7|8|9).	17..		ohne				
text_name ramdohr_venus0301_1798	text_texttype Gebrauchsliteratur	1798	: f sich , die ihre Macht mit starker	Macht	mit	starker	Rührung	 empfinden/empfinden ./. Einige/einige schweigen/schweigen ,/, andere/		Rührung	rühren	17(5|6|7|8|9).	17..			stark			
text_name anthus_esskunst_1838	text_texttype Gebrauchsliteratur	1838	:  nicht ohne Thraͤnen in den Augen und	den	Augen	und	Ruͤhrung	 im/im Magen/Magen hoͤren/hören kann/können ./. In/in neuerer/neu Z		Rührung	rühren	18(0|1|2|3|4).	18..						
text_name paul_titan03_1802	text_texttype Belletristik	1802	: ießen ſich in einen Strom der Rede und	der	Rede	und	Rührung	 —/-- ihren/ihr Augen/Auge war/sein einer/eine verboten/verbieten �		Rührung	rühren	18(0|1|2|3|4).	18..	b					
text_name gruber_examen_1703	text_texttype Wissenschaft	1703	: in ſeiner Kugel umbdrehen  daß die	umbdrehen	daß	die	Rundung	 unten/unten komme/kommen /// welches/welches allezeit/allezeit bey/be		Rundung	runden	17(0|1|2|3|4).	17..	b					
text_name kepler_messekunst_1616	text_texttype Wissenschaft	1616	: iffer hinweg  ſo findeſtu  das die	findeſtu	das	die	rundung	 am/am ſchnitz/Schnitzen oder/oder huͤtlin/Hütlin inn/in ſich/sich		Rundung	runden	16(0|1|2|3|4).	16..	b					
text_name kepler_messekunst_1616	text_texttype Wissenschaft	1616	: Erdbodens . Wann nun jetzo die gantze	jetzo	die	gantze	rundung	 oder/oder Feldung/Fehldung vmb/um die/d Erd/Erde Kugel/Kugel herumb/h		Rundung	runden	16(0|1|2|3|4).	16..	b		ganz			
text_name kepler_messekunst_1616	text_texttype Wissenschaft	1616	: d zweintzigſte thail von der gantzen	von	der	gantzen	rundung	 /// doch/doch ſeind/sein jhrer/ihr zwey/zwei ./. Wann/wann nun/nun h		Rundung	runden	16(0|1|2|3|4).	16..	b		ganz			
text_name kepler_messekunst_1616	text_texttype Wissenschaft	1616	: ſe vnnd kalte Laͤnder von der gantzen	von	der	gantzen	rundung	 abgezogen/abziehen werden/werden /// ſo/so bleiben/bleiben zwo/zwei 		Rundung	runden	16(0|1|2|3|4).	16..	b		ganz			
text_name voss_ini_1810	text_texttype Belletristik	1810	: estalten . Ueber ſie weg in gefaͤlliger	weg	in	gefaͤlliger	Rundung	 woͤlbten/wölben ſich/sich dieſe/diese Zeuge/Zeuge ./. Die/d Saite		Rundung	runden	18(0|1|2|3|4).	18..			gefällig			
text_name justi_velazquez01_1888	text_texttype Wissenschaft	1888	: öhnlich Vollendung , bis zu glänzender	bis	zu	glänzender	Rundung	 ,/, in/in der/d pastosen/pastos Farbenschönheit/Farbenschönheit und		Rundung	runden	18(5|6|7|8|9).	18..			glänzend			
text_name kepler_messekunst_1616	text_texttype Wissenschaft	1616	: he oder dicke mit jhr  haben gleiche	jhr	haben	gleiche	rundungen	 :/: oder/oder deutlicher/deutlich /// deß/d halbrunden/halbrund Feld		Rundung	runden	16(0|1|2|3|4).	16..			gleich			
text_name kepler_messekunst_1616	text_texttype Wissenschaft	1616	:  ein wenig mehr  dann die halben	dann	die	halben	rundung	 deß/d gantzen/ganz Erdbodens/Erdboden ./. Wann/wann nun/nun jetzo/je		Rundung	runden	16(0|1|2|3|4).	16..	b		halb	post		
text_name gundling_discours_1733	text_texttype Wissenschaft	1733	: ben man vor dieſem die Staͤdte alle in	Staͤdte	alle	in	Rundung	 fortificiret/fortifizieren ,/, und/und hohe/hoch Mauren/Maure gemacht		Rundung	runden	17(0|1|2|3|4).	17..						
text_name eschstruth_katz_1886	text_texttype Belletristik	1886	: or , Dieſe beiden köſtlich ſchönen	beiden	köſtlich	ſchönen	Rundungen	 kann/können ich/ich nicht/nicht finden/finden ./. Zeig/zeigen ſie/		Rundung	runden	18(5|6|7|8|9).	18..	dies		schön			
text_name buchner_theoria03_1685	text_texttype Wissenschaft	1685	: es Teufels waͤre  ſo muͤſten alle	ſo	muͤſten	alle	Ruͤſtungen	 und/und Kriegswerkzeuge/Kriegswerkzeug welche/welche wider/wider die/		Rüstung	rüsten	16(5|6|7|8|9).	16..	alle					
text_name barclay_argenis_1626	text_texttype Belletristik	1626	:  . Die Soldaten waren in jhrer beſten	in	jhrer	beſten	Ruͤſtung	 vnd/und Kleidern/Kleid ./. Fuͤr/für dem/d Koͤnige/König welcher/w		Rüstung	rüsten	16(0|1|2|3|4).	16..	gen		gut	pre		
text_name spener_bedencken02_1701	text_texttype Gebrauchsliteratur	1701	: icken  eins theils mit glaubiger	theils	mit	glaubiger	ruͤſtung	 gegen/gegen alle/alle gewalt/Gewalt und/und gefahr/Gefahr /// andern/		Rüstung	rüsten	17(0|1|2|3|4).	17..		mit	gläubig			
text_name buchner_theoria03_1685	text_texttype Wissenschaft	1685	: ſein Pferd zu panzern und mit guten	und	mit	guten	Ruͤſtungen	 zu/zu verſehen/versehen /// ſtetigs/stetig einbuͤſſen/einbüßen		Rüstung	rüsten	16(5|6|7|8|9).	16..			gut			
text_name oa_vierlinge_1616	text_texttype Gebrauchsliteratur	1616	: ſchon Wehrhafftig geweſen  vnd jhre	geweſen	vnd	jhre	Kriegßruͤſtung	 fuͤh/Füh ren/Ren kundten/Kunde ./. Hierotymus/Hierotymus ein/eine K	y	Rüstung	rüsten	16(0|1|2|3|4).	16..	gen			pre		
text_name buchholtz_herkules01_1659	text_texttype Belletristik	1659	: ßung beſtund  und man bißher keine	man	bißher	keine	Ruſtung	 noch/noch deſſen/die etwas/etwas vernommen/vernehmen hatte/haben //		Rüstung	rüsten	16(5|6|7|8|9).	16..	other					
text_name zachariae_schriften05_1764	text_texttype Belletristik	1764	: r thuͤrmen ; ihr geht mit klingender	geht	mit	klingender	Ruͤſtung	 Trotzig/trotzig im/im Panzer/Panzer daher/daher ,/, und/und deckt/dec		Rüstung	rüsten	17(5|6|7|8|9).	17..			klingend			
text_name barclay_argenis_1626	text_texttype Belletristik	1626	: h Acht tauſendt Soldaten mit ſchwerer	Soldaten	mit	ſchwerer	Ruͤſtung	 /// vnd/und bey/bei Vier/vier tauſendt/tausend ſo/so Schleudern/Sch		Rüstung	rüsten	16(0|1|2|3|4).	16..			schwer			
text_name praetorius_verrichtung_1668	text_texttype Belletristik	1668	:  liebe Gebeth die beſte und ſicherſte	beſte	und	ſicherſte	Ruͤſtung	 ſey/sein /// worauff/worauf man/man ſich/sich verlaſſen/verlassen		Rüstung	rüsten	16(5|6|7|8|9).	16..			sicher			
text_name campe_theophron02_1783	text_texttype Gebrauchsliteratur	1783	: hkeit trug er gleichwohl die ſtaͤrkſte	gleichwohl	die	ſtaͤrkſte	Ruͤſtung	 von/von der/d Welt/Welt ./. Das/die war/sein aber/aber ,/, wie/wie ic		Rüstung	rüsten	17(5|6|7|8|9).	17..	b		stark			
text_name falke_trachten01_1858	text_texttype Gebrauchsliteratur	1858	: e Form geht auch in die Ring- und	die	Ring-	und	Schuppenrüſtung	 über/über ./. Die/d Binden/Binde ,/, welche/welche noch/noch unter/	y	Rüstung	rüsten	18(5|6|7|8|9).	18..	b					
text_name barclay_argenis_1626	text_texttype Belletristik	1626	: on Purpur vmb  der ſeine verguͤldete	der	ſeine	verguͤldete	Ruͤſtung	 nur/nur halb/halb bedeckte/bedecken /// vnd/und war/sein Bloßhauͤpt		Rüstung	rüsten	16(0|1|2|3|4).	16..	gen		vergoldet	pre		
text_name thaer_landwirthschaft01_1809	text_texttype Wissenschaft	1809	:  eines Wirthſchaftsdirektors . 185 .	.	185	.	Salarirung	 deſſelben/dieselbe ./. 185/185 ./. Uebrige/Übrige Wirthſchaftsbea		Salarierung	salarieren	18(0|1|2|3|4).	18..				post		
text_name lucius_canaan_1731	text_texttype Gebrauchsliteratur	1731	:  GOtt geſchencket worden ſey , der	ſey	0	der	Salbung	 und/und Verſiglung/Versigelung des/d H./H. Geiſtes/Geist verſicher		Salbung	salben	17(0|1|2|3|4).	17..	b					
text_name lucius_canaan_1731	text_texttype Gebrauchsliteratur	1731	:  und haͤtte die Liebe nicht durch die	nicht	durch	die	Salbung	 deß/d H./H. Geiſtes/Geist ,/, der/die waͤre/sein ein/eine ſehr/se		Salbung	salben	17(0|1|2|3|4).	17..	b			post		
text_name lucius_canaan_1731	text_texttype Gebrauchsliteratur	1731	: ney dienet , alſo hat die heilige	hat	die	heilige	Salbung	 die/d wilden/wild ,/, harten/hart Heiden/Heide GOtt/Gott ſuͤß/sü�		Salbung	salben	17(0|1|2|3|4).	17..	b		heilig			
text_name lucius_canaan_1731	text_texttype Gebrauchsliteratur	1731	: da die edelſte , reineſte , herrlichſte	reineſte	0	herrlichſte	Salbung	 als/als das/d Koͤſtlichſte/köstlich von/von dem/d Lamm/Lamm GOtte		Salbung	salben	17(0|1|2|3|4).	17..	b		herrlich			
text_name lucius_canaan_1731	text_texttype Gebrauchsliteratur	1731	: lichen auf ihm ruhenden himmliſchen	ihm	ruhenden	himmliſchen	Salbung	 entbloͤſſet/entblößen ,/, in/in Hoͤllen-Angſt/Höllen-Angst ſ		Salbung	salben	17(0|1|2|3|4).	17..	b		himmlisch			
text_name lucius_canaan_1731	text_texttype Gebrauchsliteratur	1731	: ehr ein Maͤrtyrer von der himmliſchen	von	der	himmliſchen	Salbung	 hat/haben ,/, je/je theurer/teuer iſt/sein er/er ,/, wann/wann aber/		Salbung	salben	17(0|1|2|3|4).	17..	b		himmlisch			
text_name spener_bedencken02_1701	text_texttype Gebrauchsliteratur	1701	: erbitten muͤſſen  daß er doch ſeine	er	doch	ſeine	ſalbung	 in/in ſolcher/solch maaß/messen ſtets/stets uͤber/über uns/wir a		Salbung	salben	17(0|1|2|3|4).	17..	gen			pre		
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: . Sie beſteht in zwey auserleſenen	in	zwey	auserleſenen	Sammlungen	 von/von Gemaͤlden/Gemälde aus/aus der/d Naturgeſchichte/Naturgesch		Sammelung	sammeln	17(5|6|7|8|9).	17..			auserlesen			
text_name schauberg_freimaurerei02_1861	text_texttype Gebrauchsliteratur	1861	:  Eine Karneol-Gemme in der Berliner	in	der	Berliner	Sammlung	 und/und beschrieben/beschreiben bei/bei Tölken/Tölken ,/, Verzeichn		Sammelung	sammeln	18(5|6|7|8|9).	18..						
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: nt , welches faſt alle beruͤhmte	faſt	alle	beruͤhmte	Sammlungen	 bedroht/bedrohen oder/oder zerſtoͤrt/zerstören hat/haben ,/, ward/		Sammelung	sammeln	17(5|6|7|8|9).	17..			berühmt			
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	:  , beſteht in einer betraͤchtlichen	in	einer	betraͤchtlichen	Sammlung	 tangutiſcher/Tangutischer und/und mongoliſcher/mongolisch Manuſcri		Sammelung	sammeln	17(5|6|7|8|9).	17..	u		beträchtlich			
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: russisch , tangutiſche und chineſiſche	tangutiſche	und	chineſiſche	Buͤcherſammlung	 enthaͤlt/enthalten ./. Die/d Schraͤnke/Schrank ſind/sein von/von E	y	Sammlung	sammeln	17(5|6|7|8|9).	17..			chinesisch			
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: hen vorzuͤglich in Muͤnzen und in der	und	in	der	Sammlung	 mathematiſcher/mathematisch und/und phyſikaliſcher/physikalisch In		Sammelung	sammeln	17(5|6|7|8|9).	17..	b					
text_name justi_velazquez01_1888	text_texttype Wissenschaft	1888	:  Steine ins Meer . Darunter war die	Darunter	war	die	Sammlung	 der/d Vasen/Vase und/und Münzen/Münze des/d grossen/groß Antiquars		Sammlung	sammeln	18(5|6|7|8|9).	18..	b			post		
text_name modestinus_unterredungen_1737	text_texttype Gebrauchsliteratur	1737	: rtagens himmliſche Metaphyſic , und die	0	und	die	Sammlungen	 auserleſener/auserlesen Materien/Materie zum/zum Ban/Ban des/d Reich		Sammlung	sammeln	17(0|1|2|3|4).	17..	b			post		
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: se und den folgenden Jahren gehoͤrt die	Jahren	gehoͤrt	die	Sammlung	 von/von Mineralien/Mineral ,/, Muſcheln/Muschel und/und aſiatiſche		Sammlung	sammeln	17(5|6|7|8|9).	17..	b					
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: ſtuͤcke Peters des Großen , die	Großen	0	die	Sammlung	 von/von Natur-/natur- und/und Kunſtſeltenheiten/Kunstseltenheit des		Sammlung	sammeln	17(5|6|7|8|9).	17..	b					
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: s beſtimmt ſind , verdient die	0	verdient	die	Buͤcherſammlung	 des/d Alexander-Newski-Kloſters/Alexander-Newski-Kloster den/d erſt	y	Sammlung	sammeln	17(5|6|7|8|9).	17..	b			post		
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: m zweytenmal ein Wohlthaͤter dieſer	ein	Wohlthaͤter	dieſer	Sammlung	 ;/; ſie/sie erhielt/erhalten im/im Jahr/Jahr 1772/1772 die/d beruͤh		Sammlung	sammeln	17(5|6|7|8|9).	17..	dies					
text_name aston_emancipation_1846	text_texttype Gebrauchsliteratur	1846	: ffen gesucht ; es sei denn durch eine	denn	durch	eine	Gedichtsammlung	 ,/, welche/welche mit/mit Genehmigung/Genehmigung einer/eine hochlöb	y	Sammlung	sammeln	18(0|1|2|3|4).	18..	u					
text_name herder_artundkunst_1773	text_texttype Wissenschaft	1773	: �che Drama haͤtte ſich in eine	ſich	in	eine	Sammlung	 ſchoͤner/schön Verſe/Vers ,/, Sentenzen/Sentenz ,/, Sentimens/Sen		Sammlung	sammeln	17(5|6|7|8|9).	17..	u			post		
text_name ideler_wahnsinn_1847	text_texttype Wissenschaft	1847	: en . Indem ich daher zunaͤchſt eine	daher	zunaͤchſt	eine	Sammlung	 von/von eigenen/eigen Beobachtungen/Beobachtung des/d religioͤſen/r		Sammlung	sammeln	18(0|1|2|3|4).	18..	u					
text_name sander_beschreibung01_1783	text_texttype Gebrauchsliteratur	1783	: on einander thun koͤnnen . II ) Eine	II	)	Eine	Samlung	 von/von gemahlten/gemalt Abbildungen/Abbildung dieſer/diese Konchyli		Sammlung	sammeln	17(5|6|7|8|9).	17..	u					
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: merkwürdig werden kann . Er nahm eine	Er	nahm	eine	Sammlung	 von/von guten/gut Buͤchern/Buch aus/aus verſchiedenen/verschieden F		Sammlung	sammeln	17(5|6|7|8|9).	17..	u					
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: her , von welchen die Akademie eine	die	Akademie	eine	Sammlung	 von/von zweytauſend/zweitausend achthundert/achthundert Baͤnden/Ban		Sammlung	sammeln	17(5|6|7|8|9).	17..	u					
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: �itionen aus , unter welchen eine	unter	welchen	eine	Sammlung	 von/von tauſend/tausend Stuͤck/Stück tatariſcher/tatarisch Muͤnz		Sammlung	sammeln	17(5|6|7|8|9).	17..	u					
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: laßung zur Grundlage deſſelben . Eine	deſſelben	.	Eine	Buͤcherſammlung	 von/von ungefaͤhr/ungefähr 2500/2500 Baͤnden/Band ,/, die/die Pete	y	Sammlung	sammeln	17(5|6|7|8|9).	17..	u					
text_name bodmer_sammlung07_1743	text_texttype Belletristik	1743	: ar Zinkgraͤfe in der Vorrede zu einer	Vorrede	zu	einer	Sammlung	 Gedichte/Gedicht ,/, welche/welche er/er als/als einen/eine Anhang/An		Sammlung	sammeln	17(0|1|2|3|4).	17..	u					
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: sen etwas außerordentliches von einer	außerordentliches	von	einer	Sammlung	 ihres/ihr Geſchmacks/Geschmack erwarten/erwarten ./. Merkwuͤrdig/me		Sammlung	sammeln	17(5|6|7|8|9).	17..	u			post		
text_name nietzsche_homer_1869	text_texttype Wissenschaft	1869	: vielen Formen bis jetzt eine einfache	jetzt	eine	einfache	Stoffsammlung	 war/sein ,/, mit/mit der/d Aussicht/Aussicht ,/, dass/dass dieser/die	y	Sammlung	sammeln	18(5|6|7|8|9).	18..	u		einfach			
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: lich und in vieler Ruͤckſicht einzigen	vieler	Ruͤckſicht	einzigen	Sammlung	 des/d beruͤhmten/berühmt Ruyſch/Ruysch ,/, welche/welche fuͤr/fü		Sammlung	sammeln	17(5|6|7|8|9).	17..			einzig	post		
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: nkte ſeine Nachfolgerinn die ganze	Nachfolgerinn	die	ganze	Sammlung	 an/an das/d neue/neu Inſtitut/Institut ,/, und/und mit/mit dieſem/d		Sammlung	sammeln	17(5|6|7|8|9).	17..	b		ganz			
text_name carus_zoologie_1872	text_texttype Gebrauchsliteratur	1872	: e im Mittel- und rothen Meer gemachten	rothen	Meer	gemachten	Sammlungen	 außer/außer einigen/einige anderen/ander monographiſchen/monograph		Sammlung	sammeln	18(5|6|7|8|9).	18..	gen		gemacht	pre		
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: �nde findet man zuweilen ſehr gute	zuweilen	ſehr	gute	Buͤcherſammlungen	 ,/, da/da der/d Geſchmack/Geschmack und/und die/d Liebhaberey/Liebha	y	Sammlung	sammeln	17(5|6|7|8|9).	17..			gut			
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: hen Unterrichtsanſtalten haben	hen	Unterrichtsanſtalten	haben	Buͤcherſammlungen	 ,/, deren/die Beſchaffenheit/Beschaffenheit nach/nach den/d verſchi	y	Sammlung	sammeln	17(5|6|7|8|9).	17..						
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: bildeten Nationen fuͤr die Ehre ihrer	die	Ehre	ihrer	Sammlungen	 und/und bey/bei dem/d hohen/hoch Alter/Alter der/d mehreſten/meiste 		Sammlung	sammeln	17(5|6|7|8|9).	17..	gen			pre		
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: ls dieſe faſt durchaus ſehr junge	durchaus	ſehr	junge	Sammlung	 ,/, ſind/sein die/d ruſſiſchen/russisch Handſchriften/Handschrif		Sammlung	sammeln	17(5|6|7|8|9).	17..			jung			
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: erst Vermehrungen , welche dieſe junge	welche	dieſe	junge	Sammlung	 erhielt/erhalten ,/, legten/legen den/d Grund/Grund zu/zu ihrer/ihr n		Sammlung	sammeln	17(5|6|7|8|9).	17..	dies		jung			
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	:  daß die Beſitzer dieſer koſtbaren	Beſitzer	dieſer	koſtbaren	Sammlungen	 ,/, der/d edlen/edel Liberalitaͤt/Liberalität mit/mit welcher/welch		Sammlung	sammeln	17(5|6|7|8|9).	17..	dies		kostbar			
text_name blumenbach_anatomie_1815	text_texttype Wissenschaft	1815	: ehörn einer Antilope bubalis in meiner	bubalis	in	meiner	Sammlung	 ,/, dessen/die knöcherner/knöchern Zapfen/Zapfen allerdings/allerdi		Sammlung	sammeln	18(0|1|2|3|4).	18..	gen			pre		
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	:  um uns jetzt mit den merkwuͤrdigſten	mit	den	merkwuͤrdigſten	Sammlungen	 der/d Natur-/natur- und/und Kunſtſeltenheiten/Kunstseltenheit bekan		Sammlung	sammeln	17(5|6|7|8|9).	17..	b		merkwürdig			
text_name goethe_lehrjahre02_1795	text_texttype Belletristik	1795	:  , und trug ſie in ſeine mimiſche	in	ſeine	mimiſche	Sammlung	 ein/ein ./. Dabey/dabei aber/aber war/sein ſeine/seine Selbſtigkeit		Sammlung	sammeln	17(5|6|7|8|9).	17..	gen		mimisch	pre		
text_name campe_theophron01_1783	text_texttype Gebrauchsliteratur	1783	: hren , ohne vorhergegangene noͤthige	ohne	vorhergegangene	noͤthige	Samlung	 der/d Gedanken/Gedanke ,/, uͤber/über ſeine/seine Lieblingsarbeit/		Sammlung	sammeln	17(5|6|7|8|9).	17..		ohne	nötig	post		
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	:  betrug ; endlich eine ſehr reiche	eine	ſehr	reiche	Sammlung	 von/von Seltenheiten/Seltenheit aller/alle Art/Art ,/, die/die der/d 		Sammlung	sammeln	17(5|6|7|8|9).	17..	u					
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: ſicht koſtbaren und reichhaltigen	koſtbaren	und	reichhaltigen	Sammlung	 deswegen/deswegen keinen/keine Abbruch/Abbruch ./. Die/d große/groß		Sammlung	sammeln	17(5|6|7|8|9).	17..	u					
text_name schauberg_freimaurerei02_1861	text_texttype Gebrauchsliteratur	1861	: Stücke stammen aus der Stoch’schen	aus	der	Stoch’schen	Sammlung	 und/und werden/werden auch/auch von/von Winkelmann/Winkelmann ,/, des		Sammlung	sammeln	18(5|6|7|8|9).	18..			stochsch			
