Text_Name	Text_Type	Year	Left	Drittletztes_Wort	Vorletztes_Wort	LetztesWort	Key	Right	Compound	Lemma	Base_Verb	Period	Century	Determiner	Prep_V_ung	Adj	Genitive	Prefix	Syntagma
text_name achenwall_staatswissenschaft_1749	text_texttype Wissenschaft	1749	: e . BOULAINV. I. 52 . h ) Von der	)	Von	der	Aufrichtung	 neuer/neu Bedienungen/Bedienung Exempel/Exempel in/in Flandern/Flande		Aufrichtung	aufrichten	17(0|1|2|3|4).	17..	b			post	auf	
text_name becher_narrheit_1682	text_texttype Wissenschaft	1682	: e Nutzbarkeit uñ Noͤthigkeit  der	uñ	Noͤthigkeit	der	Aufrichtung	 eines/eine Commercien-Collegii/Commercien-Collegii demonſtrirte/demo		Aufrichtung	aufrichten	16(5|6|7|8|9).	16..	b			post	auf	
text_name rotth_bedencken_1692	text_texttype Gebrauchsliteratur	1692	: redigt  so weit er von dem Fall und der	Fall	und	der	Wiederauffrichtung	 der/d Gerechtigkeit/Gerechtigkeit aus/aus dem/d Evangelio/Evangelio r	y	Aufrichtung	aufrichten	16(5|6|7|8|9).	16..	b			post	auf	
text_name achenwall_staatswissenschaft_1749	text_texttype Wissenschaft	1749	: , die Kopfſteuer , ( Capitation ) die	Capitation	)	die	Aufrichtung	 neuer/neu Bedienungen/Bedienung ,/, die/d Umpraͤgung/Umprägung und/		Aufrichtung	aufrichten	17(0|1|2|3|4).	17..	b			post	auf	
text_name benner_herrnhuterey03_1748	text_texttype Wissenschaft	1748	: s . Jn beeden Faͤllen muß die	Faͤllen	muß	die	Aufrichtung	 des/d Glaubens/Glauben durch/durch die/d heilige/heilig Schrift/Schri		Aufrichtung	aufrichten	17(0|1|2|3|4).	17..	b			post	auf	
text_name dilger_arndes_1620	text_texttype Wissenschaft	1620	: m bild Satans nach dem Fall . Weil in	.	Weil	in	auffrichtung	 des/d Bildes/Bild Gottes/Gott /// vnd/und austilgung/Austilgung des/d		Aufrichtung	aufrichten	16(0|1|2|3|4).	16..		in		post	auf	
text_name ferdinand_copia_1621	text_texttype Gebrauchsliteratur	1621	: ßdann vnverhindert desselben  zu	vnverhindert	desselben	zu	auffrichtung	 bestendigs/beständig Fridts/Fritz /// Rechtens/rechtens /// vnd/und 		Aufrichtung	aufrichten	16(0|1|2|3|4).	16..		zu		post	auf	
text_name stieber_magni_1716	text_texttype Belletristik	1716	: n  als Compatronus Academiæ zu	Compatronus	Academiæ	zu	Wiederauffrichtung	 der/d Univerſitaͤt/Universität mit/mit Hand/Hand anzulegen/anlegen	y	Aufrichtung	aufrichten	17(0|1|2|3|4).	17..		zu		post	auf	
text_name carus_gynaekologie01_1820	text_texttype Wissenschaft	1820	: n wieder verliert . Aehnliche	verliert	.	Aehnliche	Aufſchwellungen	 bleiben/bleiben ,/, wie/wie ich/ich ebenfalls/ebenfalls mehrmals/mehr		Aufschwellung	aufschwellen	18(0|1|2|3|4).	18..			ähnlich		auf	
text_name oa_policeij_1628	text_texttype Wissenschaft	1628	: ihochzeit  ſoll mann ſich ferners inn	ſich	ferners	inn	auffſetzung	 der/d Speißen/Speise vnſerer/unsere Gaſtordnung/Gastordnung §./§		Aufsetzung	aufsetzen	16(0|1|2|3|4).	16..		in		post	auf	
text_name curtius_sprachforschung_1885	text_texttype Wissenschaft	1885	: ünn diese Gespinnste sind , für deren	0	für	deren	Aufstellung	 ich/ich übrigens/übrigens den/d Scharfsinn/Scharfsinn und/und das/d		Aufstellung	aufstellen	18(5|6|7|8|9).	18..	gen			pre	auf	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	:  und im Zuſammenhange mit dieſer die	mit	dieſer	die	Aufſtellung	 des/d Entwurfs/Entwurf zum/zum Gegenſtande/Gegenstand der/d Konkurre		Aufstellung	aufstellen	18(5|6|7|8|9).	18..	b			post	auf	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	: lichkeit nicht entſtehen , da die	0	da	die	Aufſtellung	 der/d Entwürfe/Entwurf außerhalb/außerhalb des/d gewöhnlichen/gew		Aufstellung	aufstellen	18(5|6|7|8|9).	18..	b			post	auf	
text_name storch_petersburg02_1794	text_texttype Gebrauchsliteratur	1794	: ndung des akademiſchen Gebaͤudes und die	Gebaͤudes	und	die	Aufſtellung	 in/in demſelben/demselben erhob/erheben es/es zu/zu dem/d Rang/Rang 		Aufstellung	aufstellen	17(5|6|7|8|9).	17..	b				auf	
text_name carus_zoologie_1872	text_texttype Gebrauchsliteratur	1872	: et wurde . Cuvier lenkte durch	Cuvier	lenkte	durch	Aufſtellung	 der/d Theorie/Theorie mehrfacher/mehrfach Erdumwälzungen/Erdeumwälz		Aufstellung	aufstellen	18(5|6|7|8|9).	18..		durch		post	auf	
text_name gercke_torpedowaffe_1898	text_texttype Gebrauchsliteratur	1898	: , wenn z. B. beim Lanziren aus hoher	Lanziren	aus	hoher	Aufſtellung	 der/d Torpedo/Torpedo ſehr/sehr tief/tief geht/gehen und/und ./. den		Aufstellung	aufstellen	18(5|6|7|8|9).	18..		aus	hoch	post	auf	
text_name littrow_weltsystem03_1836	text_texttype Gebrauchsliteratur	1836	: n durch den Künſtler , noch in ihrer	noch	in	ihrer	Aufſtellung	 durch/durch den/d Aſtronomen/Astronom eine/eine große/groß Genauig		Aufstellung	aufstellen	18(0|1|2|3|4).	18..	gen			pre	auf	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	: nkurrenz in erſter Linie verantwortliche	erſter	Linie	verantwortliche	Aufſtellung	 des/d Programms/Programm ,/, ſowie/sowie die/d Funktion/Funktion des		Aufstellung	aufstellen	18(5|6|7|8|9).	18..	b		verantwortlich	post	auf	
text_name curtius_sprachforschung_1885	text_texttype Wissenschaft	1885	: festigung eines kleineren Kreises von	kleineren	Kreises	von	Aufstellungen	 ,/, die/die sich/sich jenen/jen Zweifeln/Zweifel gegenüber/gegenübe		Aufstellung	aufstellen	18(5|6|7|8|9).	18..					auf	
text_name krafft_landwirthschaft03_1876	text_texttype Wissenschaft	1876	: e feſt typirter Charakter , der zur	0	der	zur	Aufſtellung	 eines/eine neuen/neu Stammes/Stamm führt/führen ,/, ausgebildet/aus		Aufstellung	aufstellen	18(5|6|7|8|9).	18..	b			post	auf	
text_name dubois_naturerkennen_1872	text_texttype Wissenschaft	1872	: ung zu begreifen , durch zwei	0	durch	zwei	Aufstellungen	 vorweg/vorweg abgeschnitten/abschneiden ./. Erstens/erstens behauptet		Aufstellung	aufstellen	18(5|6|7|8|9).	18..	other				auf	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	: nte . Man wird hierbei zwiſchen	wird	hierbei	zwiſchen	Aufſtellung	 der/d Entwürfe/Entwurf ,/, Prüfung/Prüfung und/und Beurtheilung/Be		Aufstellung	aufstellen	18(5|6|7|8|9).	18..				post	auf	
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	: htheiligsten Folgen haben öfters die	haben	öfters	die	Ausstockungen	 der/d Waldungen/Waldung und/und Umackerung/Umackerung des/d Bodens/Bo		Aufstockung	aufstocken	18(0|1|2|3|4).	18..	b				auf	
text_name kaempfer_japan01_1777	text_texttype Wissenschaft	1777	: n der japaniſchen Chronik keine andre	Chronik	keine	andre	Aufſuchung	 der/d Arznei/Arznei der/d Unſterblichkeit/Unsterblichkeit erwaͤhnt/		Aufsuchung	aufsuchen	17(5|6|7|8|9).	17..	kein				auf	
text_name berlepsch_alpen_1861	text_texttype Gebrauchsliteratur	1861	:  ins Einvernehmen ſetzen . Um die	.	Um	die	Aufſuchung	 und/und Beſorgung/Besorgung allfällig/allfällig verirrter/verirrt 		Aufsuchung	aufsuchen	18(5|6|7|8|9).	18..	b				auf	
text_name campe_theophron02_1783	text_texttype Gebrauchsliteratur	1783	: ine Zeit um deiner ſelbſt willen zur	ſelbſt	willen	zur	Aufſuchung	 der/d Wahrheit/Wahrheit und/und einer/eine geſunden/gesund Wiſſen�		Aufsuchung	aufsuchen	17(5|6|7|8|9).	17..	b			post	auf	
text_name knigge_umgang02_1788	text_texttype Gebrauchsliteratur	1788	: och aus ganzem Herzen lachen , ſich den	0	ſich	den	Aufwallungen	 einer/eine lebhaften/lebhaft Freude/Freude uͤberlaſſen/überlassen		Aufwallung	aufwallen	17(5|6|7|8|9).	17..	b			post	auf	
text_name knigge_umgang01_1788	text_texttype Gebrauchsliteratur	1788	:  bey zwanzigen bin , daß ich keiner	daß	ich	keiner	Aufwartung	 bedarf/bedürfen ,/, daß/daß ich/ich geſunde/gesund Beine/Bein hab		Aufwartung	aufwarten	17(5|6|7|8|9).	17..	other				auf	
text_name barclay_argenis_1626	text_texttype Belletristik	1626	: ent an  mit ſolchen Dienſten vnd	ſolchen	Dienſten	vnd	Auffwartungen	 /// daß/daß man/man fuͤr/für Froͤligkeit/Fröhlichkeit an/an die		Aufwartung	aufwarten	16(0|1|2|3|4).	16..	solch				auf	
text_name arends_exter_1708	text_texttype Gebrauchsliteratur	1708	:  er erſt viel herrliche Sachen zu	herrliche	Sachen	zu	Aufweckung	 der/d Gemuͤther/Gemüt mit/mit einem/eine groſſen/groß Zufluß/Zu		Aufweckung	aufwecken	17(0|1|2|3|4).	17..		zu		post	auf	
text_name wartmann_germania0203_1650	text_texttype Wissenschaft	1650	: r deſſen aber die Boͤhmiſche bekannte	die	Boͤhmiſche	bekannte	Auffwicklung	 /// vornemlich/vornehmlich jhr/ihr Incrementum/Incrementum ,/, von/vo		Aufwicklung	aufwickeln	16(5|6|7|8|9).	16..	b		bekannt		auf	
text_name hasak_predigtkirche_1893	text_texttype Gebrauchsliteratur	1893	: P. Parlers im Triforium des Domes bei	des	Domes	bei	Aufzählung	 der/d Werke/Werk desselben/dieselbe nicht/nicht von/von ihnen/sie ./.		Aufzählung	aufzählen	18(5|6|7|8|9).	18..					auf	
text_name humboldt_chinawaelder_1807	text_texttype Wissenschaft	1807	: S. Fe spricht , man dennoch aus der	dennoch	aus	der	Aufzählung	 einzelner/einzeln Orte/Ort ersieht/ersehen ,/, daſs/dass er/er diese		Aufzählung	aufzählen	18(0|1|2|3|4).	18..	b			post	auf	
text_name fontane_kinderjahre_1894	text_texttype Belletristik	1894	: ehen , hab ich doch , bei jener ersten	bei	jener	ersten	Aufzählung	 ,/, zu/zu nennen/nennen vergessen/vergessen und/und dieser/diese eine		Aufzählung	aufzählen	18(5|6|7|8|9).	18..	other		Zahlwort		auf	
text_name carus_zoologie_1872	text_texttype Gebrauchsliteratur	1872	:  Kritik aber nur in zootomiſcher	nur	in	zootomiſcher	Aufzählung	 bietet/bieten das/d Handbuch/Handbuch der/d Zootomie/Zootomie (/( wie		Aufzählung	aufzählen	18(5|6|7|8|9).	18..			zootomisch		auf	
text_name grimm_odenwald_1843	text_texttype Gebrauchsliteratur	1843	: hrung , meistentheils aber aus den	aber	aus	den	Aufzeichnungen	 des/d Pfarrers/Pfarrer Mink/Mink in/in Grossbiberau/Großbiberau die/		Aufzeichnung	aufzeichnen	18(0|1|2|3|4).	18..	b			post	auf	
text_name schurz_studentencongress_1848	text_texttype Gebrauchsliteratur	1848	: en sei , eine Commission mit der	Commission	mit	der	Ausarbeitung	 eines/eine selbstständigen/selbstständig kurzen/kurz Verfassungsent		Ausarbeitung	ausarbeiten	18(0|1|2|3|4).	18..	b			post	aus	
text_name thomasius_ausuebungvernunfftlehre_1691	text_texttype Wissenschaft	1691	: rteſii zwar anfangen muͤſſe bey	anfangen	muͤſſe	bey	Ausbeſſerung	 des/d Verſtandes/Verstand zu/zu zweiffeln/zweifeln /// und/und ſich		Ausbesserung	ausbessern	16(5|6|7|8|9).	16..		bei		post	aus	
text_name thomasius_ausuebungvernunfftlehre_1691	text_texttype Wissenschaft	1691	: en . Jch habe hierneben alſobald die	hierneben	alſobald	die	Ausbeſſerung	 des/d Herrn/Herr Tſchirnhauß/Tschirnhauß unterſucht/untersuchen /		Ausbesserung	ausbessern	16(5|6|7|8|9).	16..	b			post	aus	
text_name thomasius_ausuebungvernunfftlehre_1691	text_texttype Wissenschaft	1691	: e natuͤrlichen Verſtande ohne einige	Verſtande	ohne	einige	Ausbeſſerung	 bleiben/bleiben muͤſſe/müssen ./. Nichtsdeſtoweniger/nichtsdesto		Ausbesserung	ausbessern	16(5|6|7|8|9).	16..	other				aus	
text_name thomasius_ausuebungvernunfftlehre_1691	text_texttype Wissenschaft	1691	:  habe  wie man auff eine neue	auff	eine	neue	Ausbeſſerung	 dencken/denken /// oder/oder warum/warum man/man lieber/lieber bey/be		Ausbesserung	ausbessern	16(5|6|7|8|9).	16..	u		neu		aus	
text_name thomasius_ausuebungvernunfftlehre_1691	text_texttype Wissenschaft	1691	:  . Anderer vielfaͤltigen zu	Anderer	vielfaͤltigen	zu	Ausbeſſerung	 der/d uͤberall/überall in/in Schwang/Schwang gehenden/gehend Jrrthu		Ausbesserung	ausbessern	16(5|6|7|8|9).	16..		zu		post	aus	
text_name mueller_hellenische03_1824	text_texttype Wissenschaft	1824	: daß ſie alle Schutzwendungen durch	alle	Schutzwendungen	durch	Ausbeugung	 von/von Stoß/Stoß und/und Wurf/Wurf ,/, Zuruͤckweichen/Zurückweic		Ausbeugung	ausbeugen	18(0|1|2|3|4).	18..		durch			aus	
text_name marx_manifestws_1848	text_texttype Gebrauchsliteratur	1848	: auf Klassengegensätzen , die auf der	die	auf	der	Ausbeutung	 der/d Einen/eine durch/durch die/d Andern/ander beruht/beruhen ./. In		Ausbeutung	ausbeuten	18(0|1|2|3|4).	18..	b			post	aus	
text_name marx_manifestws_1848	text_texttype Gebrauchsliteratur	1848	: erschiedene Kosten machen . Ist die	.	Ist	die	Ausbeutung	 des/d Arbeiters/Arbeiter durch/durch den/d Fabrikanten/Fabrikant so/s		Ausbeutung	ausbeuten	18(0|1|2|3|4).	18..	b			post	aus	
text_name marx_manifestws_1848	text_texttype Gebrauchsliteratur	1848	: al . Werft Ihr uns vor , daß wir die	daß	wir	die	Ausbeutung	 der/d Kinder/Kind durch/durch ihre/ihr Eltern/Eltern aufheben/aufhebe		Ausbeutung	ausbeuten	18(0|1|2|3|4).	18..	b			post	aus	
text_name ramdohr_venus0301_1798	text_texttype Gebrauchsliteratur	1798	: h Werth , was er durch Anstrengung ,	durch	Anstrengung	0	Ausbildung	 ,/, Leitung/Leitung seiner/seine Kräfte/Kraft ,/, besonders/besonder		Ausbildung	ausbilden	17(5|6|7|8|9).	17..					aus	
text_name bodmer_sammlung02_1741	text_texttype Belletristik	1741	: leichlich , und ſowohl in Erfindung als	in	Erfindung	als	Ausbildung	 der/d Dinge/Ding ſehr/sehr hurtig/hurtig und/und ſchnell/schnell ge		Ausbildung	ausbilden	17(0|1|2|3|4).	17..				post	aus	
text_name krafft_landwirthschaft03_1876	text_texttype Wissenschaft	1876	: rmen im engſten Zuſammenhange mit der	Zuſammenhange	mit	der	Ausbildung	 jener/jen inneren/inner Organe/Organ ſteht/stehen ,/, von/von welche		Ausbildung	ausbilden	18(5|6|7|8|9).	18..	b			post	aus	
text_name ramdohr_venus0301_1798	text_texttype Gebrauchsliteratur	1798	: ch Weiber Anlagen besitzen , die der	0	die	der	Ausbildung	 fähig/fähig und/und werth/wert sind/sein ./. Seiner/seine Meinung/M		Ausbildung	ausbilden	17(5|6|7|8|9).	17..	b				aus	
text_name schauberg_freimaurerei02_1861	text_texttype Gebrauchsliteratur	1861	: den hatten , indem erst später mit der	später	mit	der	Ausbildung	 der/d verschiedenen/verschieden Einweihungsgrade/Einweihungsgrad auch		Ausbildung	ausbilden	18(5|6|7|8|9).	18..	b			post	aus	
text_name hobrecht_polytechnikum_1878	text_texttype Gebrauchsliteratur	1878	: cht das Polytechnikum , das ist die	das	ist	die	Atelierausbildung	 ./. Wirklich/wirklich zu/zu den/d Füssen/Fuß eines/eine Meisters/Me	y	Ausbildung	ausbilden	18(5|6|7|8|9).	18..	b				aus	
text_name jahn_rede_1849	text_texttype Gebrauchsliteratur	1849	:  aus dieser Quelle geschöpft und die	geschöpft	und	die	Ausbildung	 unserer/unsere Litteratur/Literatur steht/stehen in/in einem/eine for		Ausbildung	ausbilden	18(0|1|2|3|4).	18..	b			post	aus	
text_name strauss_jesus02_1836	text_texttype Wissenschaft	1836	: uf Christum gieng aber zugleich die	aber	zugleich	die	Ausbildung	 einer/eine schärferen/scharf theologischen/theologisch Fassung/Fassu		Ausbildung	ausbilden	18(0|1|2|3|4).	18..	b			post	aus	
text_name herder_philosophie_1774	text_texttype Wissenschaft	1774	:  nicht an ! Oder wenn in dieſer	wenn	in	dieſer	Ausbildung	 eigner/eigen Nationalneigungen/Nationalneigung zu/zu eigner/eigen Nat		Ausbildung	ausbilden	17(5|6|7|8|9).	17..	dies				aus	
text_name ramdohr_venus0301_1798	text_texttype Gebrauchsliteratur	1798	:  abgehärteter Mann , der sich durch	der	sich	durch	Ausbildung	 seines/seine Charakters/Charakter gegen/gegen alle/alle Versuchungen/		Ausbildung	ausbilden	17(5|6|7|8|9).	17..		durch		post	aus	
text_name semmelweis_kindbettfieber_1861	text_texttype Wissenschaft	1861	: egt haben , und zu ihrer ferneren	zu	ihrer	ferneren	Ausbildung	 die/d grossartigen/großartig Anstalten/Anstalten der/d Wiener/Wiener		Ausbildung	ausbilden	18(5|6|7|8|9).	18..	gen	zu	ferner	pre	aus	
text_name sandrart_academie0103_1675	text_texttype Wissenschaft	1675	: ke  wegen Natürlichkeit und fremder	Natürlichkeit	und	fremder	Ausbildung	 /// sehr/sehr fürtreflich/fürtrefflich /// zumal/zumal aber/aber ga		Ausbildung	ausbilden	16(5|6|7|8|9).	16..			fremd		aus	
text_name semmelweis_kindbettfieber_1861	text_texttype Wissenschaft	1861	: ls er es für seine geburtshilfliche	für	seine	geburtshilfliche	Ausbildung	 für/für nöthig/nötig hielt/halten ;/; damit/damit aber/aber durch		Ausbildung	ausbilden	18(5|6|7|8|9).	18..	gen		geburtshilflich	pre	aus	
text_name unzer_erstegruende_1771	text_texttype Wissenschaft	1771	: lige Veraͤnderungen der gehoͤrigen	Veraͤnderungen	der	gehoͤrigen	Ausbildung	 ,/, mannichfaltig/mannigfaltig veraͤndert/verändern werden/werden k		Ausbildung	ausbilden	17(5|6|7|8|9).	17..	b		gehörig		aus	
text_name semmelweis_kindbettfieber_1861	text_texttype Wissenschaft	1861	: der Hochschule erlangten medicinischen	Hochschule	erlangten	medicinischen	Ausbildung	 zu/zu vervollkommnen/vervollkommnen ./. Sie/sie besuchen/besuchen die		Ausbildung	ausbilden	18(5|6|7|8|9).	18..	gen		medizinisch	pre	aus	
text_name stifter_nachsommer03_1857	text_texttype Belletristik	1857	: uf einer Lehranſtalt die nothwendige	Lehranſtalt	die	nothwendige	Ausbildung	 bekommen/bekommen ./. Der/d Vater/Vater hatte/haben ,/, als/als deſ�		Ausbildung	ausbilden	18(5|6|7|8|9).	18..	b		notwendig		aus	
text_name hobrecht_polytechnikum_1878	text_texttype Gebrauchsliteratur	1878	:  waren es die Realschulen , die reale	0	die	reale	Ausbildung	 ,/, welche/welche dem/d Erziehungswesen/Erziehungswesen in/in unserem		Ausbildung	ausbilden	18(5|6|7|8|9).	18..	b		real		aus	
text_name blumenbach_anatomie_1815	text_texttype Wissenschaft	1815	: dernis der Erzeugung oder regelmässigen	Erzeugung	oder	regelmässigen	Ausbildung	 ,/, oder/oder aber/aber des/d Wechselns/Wechseln der/d Geweihe/Geweih		Ausbildung	ausbilden	18(0|1|2|3|4).	18..	b			post	aus	
text_name hobrecht_polytechnikum_1878	text_texttype Gebrauchsliteratur	1878	: eit als möglich , ehe er an seine	er	an	seine	Ausbildung	 als/als Künstler/Künstler ,/, Ingenieur/Ingenieur ,/, als/als Staat		Ausbildung	ausbilden	18(5|6|7|8|9).	18..	gen			pre	aus	
text_name bodmer_sammlung02_1741	text_texttype Belletristik	1741	: ancken ſind ſcharfſinnig , ſeine	ſcharfſinnig	0	ſeine	Ausbildungen	 zierlich/zierlich ,/, und/und wenn/wenn ich/ich die/d Wahrheit/Wahrhe		Ausbildung	ausbilden	17(0|1|2|3|4).	17..	gen			pre	aus	
text_name aston_emancipation_1846	text_texttype Gebrauchsliteratur	1846	: d die Gelegenheit einer sorgfältigeren	Gelegenheit	einer	sorgfältigeren	Ausbildung	 benehmen/benehmen ./. Auf/auf mein/mein deßhalb/deshalb bei/bei eine		Ausbildung	ausbilden	18(0|1|2|3|4).	18..	u		sorgfältig		aus	
text_name mueller_hellenische03_1824	text_texttype Wissenschaft	1824	: isch Charakter und eine unabhaͤngigere	und	eine	unabhaͤngigere	Ausbildung	 ./. Poet./poet. 4/4 ,/, 14/14 ./. Ath./Ath. 14/14 ,/, 631/631 ./. Sem		Ausbildung	ausbilden	18(0|1|2|3|4).	18..			unabhängig		aus	
text_name bodmer_sammlung07_1743	text_texttype Belletristik	1743	: weilen ſolche poetiſche Erfindungen und	poetiſche	Erfindungen	und	Ausbildungen	 darinnen/darinnen wahrnehmen/wahrnehmen ,/, als/als wir/wir in/in man		Ausbildung	ausbilden	17(0|1|2|3|4).	17..			poetisch		aus	
text_name bodmer_sammlung07_1743	text_texttype Belletristik	1743	: em Verfaſſer dieſer Erfindungen und	dieſer	Erfindungen	und	Ausbildungen	 das/d poetiſche/poetisch Naturell/Naturell abſprechen/absprechen wo		Ausbildung	ausbilden	17(0|1|2|3|4).	17..	dies				aus	
text_name hobrecht_polytechnikum_1878	text_texttype Gebrauchsliteratur	1878	: mmt , wie sie uns , Dank unserer	0	Dank	unserer	Ausbildung	 ,/, jetzt/jetzt zufallen/zufallen ,/, eine/eine Schmach/Schmach ./. I		Ausbildung	ausbilden	18(5|6|7|8|9).	18..	gen			pre	aus	
text_name griesinger_psychische_1845	text_texttype Wissenschaft	1845	: lichen Gemeingefühle zur völligen	Gemeingefühle	zur	völligen	Ausbildung	 der/d Wahn-/wahn- Metamorphose/Metamorphose erforderlich/erforderlich		Ausbildung	ausbilden	18(0|1|2|3|4).	18..	b		völlig	post	aus	
text_name unzer_erstegruende_1771	text_texttype Wissenschaft	1771	: erhalten erſt dann ihre vollkommene	dann	ihre	vollkommene	Ausbildung	 und/und Staͤrke/Stärke ./. Bey/bei verſchnittenen/verschneiden ma�		Ausbildung	ausbilden	17(5|6|7|8|9).	17..	gen		vollkommen	pre	aus	
text_name unzer_erstegruende_1771	text_texttype Wissenschaft	1771	: tehen , im Zuſtande ſeiner vollkommnen	Zuſtande	ſeiner	vollkommnen	Ausbildung	 ./. Es/es wird/werden unſtreitig/unstreitig in/in der/d Periode/Peri		Ausbildung	ausbilden	17(5|6|7|8|9).	17..	gen		vollkommen	pre	aus	
text_name goethe_lehrjahre02_1795	text_texttype Belletristik	1795	:  Art gleich roher als eine Folge von	eine	Folge	von	Ausbildung	 ,/, in/in welcher/welche der/d ſittliche/sittlich Menſch/Mensch ſi		Ausbildung	ausbilden	17(5|6|7|8|9).	17..					aus	
text_name storm_immensee_1852	text_texttype Belletristik	1852	: . Reinhardt ſollte zu ſeiner weiteren	zu	ſeiner	weiteren	Ausbildung	 die/d Stadt/Stadt verlaſſen/verlassen ./. Eliſabeth/Elisabeth konn		Ausbildung	ausbilden	18(5|6|7|8|9).	18..	gen		weiter	pre	aus	
text_name hobrecht_polytechnikum_1878	text_texttype Gebrauchsliteratur	1878	:  unsere allgemeine wissenschaftliche	unsere	allgemeine	wissenschaftliche	Ausbildung	 nicht/nicht herabzudrücken/herabdrücken ,/, sondern/sondern vermehr		Ausbildung	ausbilden	18(5|6|7|8|9).	18..	gen		wissenschaftlich	pre	aus	
text_name hobrecht_polytechnikum_1878	text_texttype Gebrauchsliteratur	1878	:  in der allgemeinen wissenschaftlichen	der	allgemeinen	wissenschaftlichen	Ausbildung	 bedeutet/bedeuten oder/oder nicht/nicht ,/, und/und ob/ob unser/unser		Ausbildung	ausbilden	18(5|6|7|8|9).	18..	b		wissenschaftlich		aus	
text_name bodmer_sammlung07_1743	text_texttype Belletristik	1743	:  ſehet , an geſchickten Worten zur	geſchickten	Worten	zur	Ausbildung	 ſeiner/seine Gegenſtaͤnde/Gegenstand nicht/nicht ./. Die/d Hitze/H		Ausbildung	ausbilden	17(0|1|2|3|4).	17..	b			post	aus	
text_name goethe_wahlverw01_1809	text_texttype Belletristik	1809	: ld , die Ausdauer verliehen , die zur	0	die	zur	Ausbildung	 eines/eine ſolchen/solch Talentes/Talent gehoͤrt/gehören ./. Er/er		Ausbildung	ausbilden	18(0|1|2|3|4).	18..	b			post	aus	
text_name ramdohr_venus0301_1798	text_texttype Gebrauchsliteratur	1798	:  den Staat an ein edleres Band zur	edleres	Band	zur	Ausbildung	 der/d Tugend/Tugend nicht/nicht zu/zu denken/denken war/sein ./. Hing		Ausbildung	ausbilden	17(5|6|7|8|9).	17..	b			post	aus	
text_name bodmer_sammlung02_1741	text_texttype Belletristik	1741	:  weit erſchollen , daß er unſre	daß	er	unſre	Ausblaſung	 nicht/nicht mehr/mehr vonnoͤthen/vonnöten hat/haben ./. Alle/alle �		Ausblasung	ausblasen	17(0|1|2|3|4).	17..	gen			pre	aus	
text_name griesinger_psychische_1845	text_texttype Wissenschaft	1845	:  demselben ohne Zweifel die centralen	Zweifel	die	centralen	Ausbreitungen	 der/d Sinnesnerven/Sinnesnerv ./. So/so müssen/müssen wir/wir ,/, i		Ausbreitung	ausbreiten	18(0|1|2|3|4).	18..	b		zentral		aus	
text_name griesinger_psychische_1845	text_texttype Wissenschaft	1845	: sie ist nicht die Retina oder die	Retina	oder	die	Gehörnervenausbreitung	 ,/, sondern/sondern das/d Gehirn/Gehirn selbst/selbst und/und in/in d	y	Ausbreitung	ausbreiten	18(0|1|2|3|4).	18..	b				aus	
text_name justi_abhandlung01_1758	text_texttype Gebrauchsliteratur	1758	: ͤnder haben vielleicht die große	vielleicht	die	große	Ausbreitung	 ihres/ihr Handels/Handel dieſem/diese Huͤlfsmittel/Hilfsmittel mit/		Ausbreitung	ausbreiten	17(5|6|7|8|9).	17..	b		groß		aus	
text_name griesinger_psychische_1845	text_texttype Wissenschaft	1845	: zung der betreffenden peripherischen	der	betreffenden	peripherischen	Nervenausbreitungen	 zu/zu betrachten/betrachten haben/haben ?/? —/-- Diess/diese ist/se	y	Ausbreitung	ausbreiten	18(0|1|2|3|4).	18..			peripherisch		aus	
text_name griesinger_psychische_1845	text_texttype Wissenschaft	1845	: uf hindeuten , dass die peripherischen	dass	die	peripherischen	Ausbreitungen	 der/d betreffenden/betreffend Nerven/Nerv ,/, wo/wo solche/solch unve		Ausbreitung	ausbreiten	18(0|1|2|3|4).	18..	b		peripherisch		aus	
text_name dannhauer_catechismus11_1678	text_texttype Gebrauchsliteratur	1678	: tät . P. U. 452 . mit ihrer Weite und	ihrer	Weite	und	Außbreitung	 ./. IX./Ix. 66/66 ./. P./p. U./u. 102/102 ./. mit/mit der/d Unfehlbar		Ausbreitung	ausbreiten	16(5|6|7|8|9).	16..	gen			pre	aus	
text_name erbkam_tagebuch02_1843	text_texttype Wissenschaft	1843	: lte Begräbnißplatz von bedeutender	Begräbnißplatz	von	bedeutender	Ausdehnung	 ;/; ich/ich finde/finden mehrere/mehrere kleine/klein Opfertafeln/Opf		Ausdehnung	ausdehnen	18(0|1|2|3|4).	18..			bedeutend		aus	
text_name semmelweis_kindbettfieber_1861	text_texttype Wissenschaft	1861	:  Untersuchungen wurden wieder in der	wieder	in	der	Ausdehnung	 vorgenommen/vornehmen ,/, wie/wie es/es eben/eben der/d Unterricht/Un		Ausdehnung	ausdehnen	18(5|6|7|8|9).	18..	b				aus	
